ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;PERSONALE_TEMPO_DETERMINATO_UOMINI;PERSONALE_TEMPO_DETERMINATO_DONNE;FORMAZIONE_LAVORO_UOMINI;FORMAZIONE_LAVORO_DONNE;INTERINALE_UOMINI;INTERINALE_DONNE;LAVORO_SOCIALMENTE_UTILE_UOMINI;LAVORO_SOCIALMENTE_UTILE_DONNE
C3788;RALN;ND;PC;17,23;5,04;0;0;0;0;0;0
C3788;RALN;ND;OE;0;0;0;0;0;0;1;1
C3788;RALN;ND;IR;0;0;0;0;0;0;2;12
C594;RALN;ND;OP;0;0;0;0;0;0;0,12;0
C4867;RALN;ND;EQ;3;1;0;0;0;0;0;0
C3531;RALN;ND;EQ;0;0,5;0;0;0;0;0;0
PU9820;SSNA;ND;PT;0;0;0;0;3;1;0;0
PU9820;SSNA;ND;MD;1;2;0;0;0;0;0;0
PU9820;SSNA;ND;OP;1;0;0;0;0;0;0;0
PU9820;SSNA;ND;PF;2;3;0;0;0;0;0;0
PU9820;SSNA;ND;AT;1;4;0;0;0;0;0;0
C7001;RALN;ND;EQ;0;0,93;0;0;0;0;0;0
C1004;RALN;ND;PC;18;41;0;0;0;0;0;0
IP11866;SSNA;ND;AT;0;1;0;0;0;0;0;0
C5016;RALN;ND;IR;3,81;8,62;0;0;0;0;0;0
C5016;RALN;ND;EQ;1;1;0;0;0;0;0;0
C6438;RALN;ND;EQ;0;0,57;0;0;0;0;0;0
C6438;RALN;ND;IR;0,19;0;0;0;0;0;0;0
C3857;RALN;ND;EQ;2,91;15,72;0;0;0;16;0;0
C3857;RALN;ND;IR;2,44;0,93;0;0;0;0;0;0
C4517;RALN;ND;OP;0,67;0;0;0;0;0;0;0
C2121;RALN;ND;IR;1,05;1,08;0;0;0;0;0;0
C8124;REFR;SC;CC;0;0;0;0;0;0,45;0;0
C7505;REFR;SC;CB;0;0;0;0;0;0;0,98;0
U9473;SSNA;ND;FI;0;0,76;0;0;0;0;0;0
U9473;SSNA;ND;OP;10,13;26,32;0;0;0;0;0;0
U9473;SSNA;ND;PF;4,23;20,94;0;0;0;0;0;0
U9473;SSNA;ND;DA;1;0;0;0;0;0;0;0
U9473;SSNA;ND;PT;1,61;0,65;0;0;0;0;0;0
U9473;SSNA;ND;MD;4,63;8,97;0;0;0;0;0;0
U9473;SSNA;ND;MV;0;0,21;0;0;0;0;0;0
U9473;SSNA;ND;BI;0,67;0;0;0;0;0;0;0
C4982;RALN;ND;IR;0,39;0;0;0;0;0;0;0
C12463;RALN;ND;OE;0;0;0;0;0;0,5;0;0
C7097;RALN;ND;IR;0;0,1;0;0;0;0;0;0
C7908;RALN;ND;IR;0;0;0;0;0;0,12;0;0
C6123;RALN;ND;IR;0;0;0;0;0;1,03;0;0
C926;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
C1825;RALN;ND;EQ;0;0;0;1;0;0;0;0
C645;RALN;ND;IR;1;0;0;0;0;0;0;0
C7030;RALN;ND;OE;2,89;4,07;0;0;0;0;0;1,03
C7030;RALN;ND;IR;4,17;3,33;0;0;0;0;0;0
C7030;RALN;ND;OP;9,01;1,33;0;0;0;0;0;0
C3134;RALN;ND;PC;0;0;0;0;0;0;3,75;0,75
C6255;RALN;ND;IR;1,15;0,84;0;0;0;0;0;0
C7397;RALN;ND;EQ;0;1;0;0;0;0;0;0
C7397;RALN;ND;OE;0;0;0;0;1;1;0;0
C7397;RALN;ND;IR;3,05;0;0;0;0;0;0;0
C4935;RALN;ND;EQ;1;1;0;0;0;0;0;0
C4935;RALN;ND;IR;3;0;0;0;0;0;0;0
C3149;RALN;ND;EQ;2;0;0;0;0;0;0;0
IP10579;RALN;ND;OE;0;1;0;0;1;1;0;0
IP10579;RALN;ND;IR;0;1;0;0;1;9;0;0
IP10579;RALN;ND;EQ;1;4;0;0;1;4;0;0
C12914;RALN;ND;EQ;0;2;0;0;0;0;0;0
C12914;RALN;ND;IR;0;0,67;0;0;0;0;0;0
PN11009;EPNE;ME;FU;0;0;0;0;1;1;0;0
N8802;RALN;ND;EQ;0;1;0;0;0;0;0;0
CM12343;RALN;ND;EQ;0;1,76;0;0;0;0;0;0
CM12343;RALN;ND;IR;0,5;0,5;0;0;0;0;0;0
CS10311;RALN;ND;EQ;9;0;0;0;0;13;0;0
CS10311;RALN;ND;IR;0;9;0;0;0;27;0;0
C5100;RALN;ND;EQ;1;0;0;0;0;0;0;0
C5100;RALN;ND;PC;1;0;0;0;0;0;0;0
C7891;RALN;ND;EQ;0,83;0;0;0;0;0;0;0
C7891;RALN;ND;OE;1;0;0;0;0;0;0;0
C2194;RALN;ND;IR;0,19;0;0;0;0;0;0;0
C832;RALN;ND;OE;0;0;0;0;0;0;1,1;8,25
C832;RALN;ND;IR;0;0;0;0;0;0;0,55;0
C4535;RALN;ND;IR;0,03;0;0;0;0;0;0;0
C4535;RALN;ND;EQ;0,06;0;0;0;0;0;0;0
C7848;RALN;ND;OE;0;0,25;0;0;0;0;0;0
C2067;RALN;ND;IR;0;0,42;0;0;0;0;0;0
R9813;RALN;ND;EQ;6,59;2;0;0;0;0;0;0
AU12308;AUIN;ND;LI;0;1;0;0;0;0;0;0
C7868;RALN;ND;EQ;0,76;0;0;0;0;0;0;0
C7868;RALN;ND;IR;0;0,5;0;0;0;0;0;0
C6971;RALN;ND;EQ;0;0,34;0;0;0;0;0;0
C6971;RALN;ND;IR;0,68;0,25;0;0;0;0;0;0
C2273;RALN;ND;EQ;0;1;0;0;0;0;0;0
C1799;RALN;ND;IR;1;2;0;0;0;0;0;0
C3275;RALN;ND;OE;0,57;0;0;0;0,07;0;0;0
C3275;RALN;ND;OP;0,25;0;0;0;0;0;0;0
C3275;RALN;ND;IR;0;0;0;0;0;0,19;0;0
C4599;RALN;ND;OP;0;0;0;0;0;0;0;0,04
IP10710;SSNA;ND;PF;0;0,5;0;0;0;0;0;0
C5112;RALN;ND;IR;0,43;0,06;0;0;0;4;0;0
C5112;RALN;ND;EQ;0;3,04;0;0;0;0;0;0
C7278;RALN;ND;IR;0,23;0,57;0;0;0;0;0;0
U9429;SSNA;ND;AT;0,38;0,29;0;0;44;6;0;0
U9429;SSNA;ND;PF;49,42;157,1;0;0;0;0;0;0
U9429;SSNA;ND;OP;45,21;105,4;0;0;0;0;0;0
U9429;SSNA;ND;MD;18,59;39,29;0;0;0;0;0;0
U9429;SSNA;ND;BI;0,29;0,29;0;0;0;0;0;0
U9429;SSNA;ND;FM;0;1,75;0;0;0;0;0;0
U9429;SSNA;ND;DA;0;0,29;0;0;0;0;0;0
U9429;SSNA;ND;PL;1,88;10,62;0;0;0;0;0;0
U9429;SSNA;ND;DP;1;0;0;0;0;0;0;0
UC10893;RALN;ND;OE;0;0;0;0;0;1,05;0;0
UC10893;RALN;ND;IR;0;1;0;0;0;1,44;0;0
C2860;RALN;ND;IR;0,14;0;0;0;0;0;0;0
C257;RALN;ND;EQ;5,73;2,72;0;0;0;0;0;0
CS12211;RALN;ND;EQ;1;0;0;0;0;0;0;0
CS12211;RALN;ND;IR;2;0;0;0;6;5;0;0
C8289;RALN;ND;EQ;0;2;0;0;0;0;0;0
C8289;RALN;ND;OP;0;0;0;0;0;0;0,66;3,33
C7229;RALN;ND;OP;0;0;0;0;0,23;0;0;0
C7229;RALN;ND;EQ;0,9;2,75;0;0;0;0;0;0
C7229;RALN;ND;IR;0;0;0;0;0,68;0;0;0
AP10082;SSNA;ND;CH;0;3;0;0;0;0;0;0
AP10082;SSNA;ND;DA;1;0;0;0;0;0;0;0
AP10082;SSNA;ND;DT;1;0;0;0;0;0;0;0
AP10082;SSNA;ND;PF;5;6;0;0;0;0;0;0
AP10082;SSNA;ND;BI;0;3;0;0;0;0;0;0
AP10082;SSNA;ND;AT;1;2;0;0;0;0;0;0
C4424;REFR;SC;CD;0;1,25;0;0;0;1,25;0;0
C4424;REFR;SC;CB;0,06;0;0;0;2,75;1,42;0;0
C4424;REFR;SC;CC;0;0,5;0;0;0,37;1,83;0;0
C1695;RALN;ND;OE;0;0;0;0;0,75;0;0;0
C6234;RALN;ND;IR;0,25;0,13;0;0;0;0;0;0
C6234;RALN;ND;OE;1;0;0;0;0;0;0;0
C6234;RALN;ND;EQ;0,56;0,17;0;0;0;0;0;0
C5664;RALN;ND;IR;0,17;0;0;0;0;0;0;0
CS12310;RALN;ND;IR;0;0;0;0;0;1;0;0
C5667;RALN;ND;IR;0,5;0;0;0;0;0;0;0
C4526;RALN;ND;EQ;1;0;0;0;0;0;0;0
C7298;RALN;ND;EQ;1;0;0;0;0;0;0;0
UC10310;RALN;ND;IR;0,33;0,08;0;0;0;0;0;0
UC10310;RALN;ND;EQ;0;1;0;0;0;0;0;0
C2073;RALN;ND;OE;1;0;0;0;0;0;0;0
C2073;RALN;ND;EQ;7,66;2,25;0;0;0;0;0;0
C2073;RALN;ND;IR;0,73;0,29;0;0;0;0;0;0
C6519;RALN;ND;OP;0;0;0;0;1;0;0;0
C6519;RALN;ND;IR;0;1,29;0;0;0;0;0;0
C5772;RALN;ND;EQ;1,55;3,57;0;0;0;0;0;0
C5772;RALN;ND;OP;0;0;0;0;2,33;0,17;0;0
C5772;RALN;ND;IR;0;5,63;0;0;0;0;0;0
N10728;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
N10728;RALN;ND;IR;2;1,08;0;0;0;0;0;0
C2880;RALN;ND;OE;0;0;0;0;1;0;0;0
LS11943;LS13;NF;LI;0;5;0;0;0;0;0;0
C3618;RALN;ND;EQ;2;1;0;0;0;0;0;0
C1070;RALN;ND;EQ;0;1,5;0;0;0;0;0;0
C5030;RALN;ND;EQ;3;1;0;0;0;0;0;0
U9472;SSNA;ND;PF;7,25;17,21;0;0;2,28;5,09;0;0
U9472;SSNA;ND;AT;0,93;0;0;0;0;0;0;0
U9472;SSNA;ND;DP;0;0,21;0;0;0;0;0;0
U9472;SSNA;ND;OP;0;0;0;0;0,42;1,13;0;0
U9472;SSNA;ND;FM;0;12;0;0;0;0;0;0
U9472;SSNA;ND;MD;7,01;12,57;0;0;0;0;0;0
U9472;SSNA;ND;BI;0,88;2,53;0;0;0;0;0;0
Q9182;UNIV;ND;RC;22,16;43,33;0;0;0;0;0;0
C1717;RALN;ND;EQ;0,11;0;0;0;0;0;0;0
C1717;RALN;ND;IR;0,5;0,36;0;0;0;0;0;0
C4835;RALN;ND;IR;0;0,14;0;0;0;1;0;0
Q9141;UNIV;ND;RC;364,64;438,24;0;0;0;0;0;0
Q9141;UNIV;ND;CC;13,32;19,15;0;0;0;0;0;0
Q9141;UNIV;ND;CD;17,87;23,72;0;0;0;0;0;0
Q9141;UNIV;ND;AL;0;0;0;0;0,83;1,26;0;0
Q9141;UNIV;ND;CE;0;1,5;0;0;0;0;0;0
C3407;RALN;ND;IR;0;0;0;0;0;0;0;3
C3407;RALN;ND;EQ;0;0;0;0;0;0;0;1
C3407;RALN;ND;OE;0;0;0;0;0;0;6;5
LS8525;LS13;NF;LI;0;0;0;0;1,45;4,05;0;0
UC10158;RALN;ND;IR;0,29;0;0;0;0;0;0;0
Q9140;UNIV;ND;CD;0;2,5;0;0;0;0;0;0
Q9140;UNIV;ND;RC;64,72;97,35;0;0;0;0;0;0
Q9140;UNIV;ND;CC;0,42;0;0;0;0;0;0;0
C3496;REVA;NF;CD;0,07;0;0;0;0;0;0;0
C3496;REVA;NF;CC;0;0;0;0;0;0,84;0;0
N10747;RALN;ND;PC;9;0;0;0;0;0;0;0
N10747;RALN;ND;EQ;0;6,98;0;0;0;0;0;0
N10747;RALN;ND;IR;0,7;0,17;0;0;0;0;0;0
C5916;RALN;ND;IR;3,93;117,7;0;0;0;0;0;0
C5916;RALN;ND;OP;4,21;36,36;0;0;0;0;0;0
C5916;RALN;ND;EQ;0,66;5,32;0;0;0;0;0;0
C4375;RALN;ND;IR;1;0,67;0;0;0;0;0;0
C4375;RALN;ND;EQ;0,04;0;0;0;0;0;0;0
C6121;RALN;ND;IR;0;0;0;0;0;0,29;0;0
C344;RALN;ND;IR;0,69;0,18;0;0;0;0;1,46;35,04
C344;RALN;ND;OE;0;0;0;0;0;0;2,92;40,88
C344;RALN;ND;EQ;1,01;0,5;0;0;0;0;0;0
C344;RALN;ND;OP;0;0;0;0;0;0;5,84;5,41
CM9058;RALN;ND;EQ;0;0;3;6,92;0;0,25;0;0
C4815;PRBZ;NF;CA;0;0;0;0;0;0;0,8;0,1
U14268;SSNA;ND;DA;1;1,83;0;0;0;0;0;0
U14268;SSNA;ND;PL;0,75;0;0;0;0;0;0;0
U14268;SSNA;ND;AT;15;41;0;0;1;2;0;0
U14268;SSNA;ND;PT;0;1;0;0;0;0;0;0
U14268;SSNA;ND;BI;0,45;4;0;0;0;0;0;0
U14268;SSNA;ND;PF;10;30;0;0;2;2;0;0
U14268;SSNA;ND;OP;17;61;0;0;3;0;0;0
U14268;SSNA;ND;FM;0;0,61;0;0;0;0;0;0
U14268;SSNA;ND;MV;4,22;4;0;0;0;0;0;0
U14268;SSNA;ND;MD;3;12;0;0;0;0;0;0
C706;RALN;ND;OE;0;0,67;0;0;0;0;0;0
C4777;RALN;ND;IR;0,17;0;0;0;0;0;0;0
C4777;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
UC12435;RALN;ND;EQ;1,25;0,5;0;0;0;0;0;0
C579;RALN;ND;EQ;0;0,29;0;0;0;0;0;0
C711;RALN;ND;EQ;0,04;0;0;0;0;0;0;0
C6096;RALN;ND;IR;0,18;0,18;0;0;0;0;0;0
C2076;RALN;ND;EQ;0,51;0;0;0;0;0;0;0
U10601;SSNA;ND;OP;0;0,42;0;0;0;0;0;0
U10601;SSNA;ND;PF;0,96;0,17;0;0;0;0;0;0
U10601;SSNA;ND;AT;0;0;0;0;0;0,59;0;0
J8633;SSNA;ND;BI;0;4,56;0;0;0;0;0;0
J8633;SSNA;ND;FM;0;1,68;0;0;0;0;0;0
J8633;SSNA;ND;MD;12,29;12,32;0;0;0;0;0;0
J8633;SSNA;ND;FI;0;0,84;0;0;0;0;0;0
J8633;SSNA;ND;AT;0;0,58;0;0;0,61;0;0;0
J8633;SSNA;ND;PF;1,81;5,83;0;0;0;2,73;0;0
J8633;SSNA;ND;OP;1,54;3,73;0;0;13,25;15,95;0;0
C2640;RALN;ND;OE;0;0;0,33;0;0;0;0;0
UC12468;RALN;ND;EQ;1;0;0;0;0;0;0;0
UC10392;RALN;ND;PC;0,17;0;0;0;0;0;0;0
C5180;REFR;SC;CD;0,13;0,39;0;0;0;0;0;0
C4463;RALN;ND;OP;0;0;0;0;0;0;1,14;1,14
C4463;RALN;ND;IR;0;0;0;0;0;0;0;0,57
C4463;RALN;ND;EQ;1;0;0;0;0;0;0;0
N8878;RALN;ND;EQ;1;0;0;0;0;0;0;0
C563;RALN;ND;EQ;5,25;1,88;0;0;0;0;0;0
C563;RALN;ND;IR;5;3,13;0;0;0;0;0;0
C6061;RALN;ND;EQ;1,5;0;0;0;0;0;0;0
C1209;RALN;ND;IR;1,21;0,96;0;0;0;0;0;0
C1209;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
LS12121;LS13;NF;LI;0;1;0;0;0;0;0;0
C3678;RALN;ND;EQ;0;0,94;0;0;0;0;0;0
C1880;RALN;ND;OE;0;0;0;0;0;0;2,86;0,43
C1880;RALN;ND;IR;0;0;0;0;0;1;0,28;0
C4260;RALN;ND;EQ;0;1;0;0;0;0;0;0
C4260;RALN;ND;IR;0;1;0;0;0;2;0;0
C4260;RALN;ND;OE;0;0;0;0;1;0;0;0
C2543;RALN;ND;EQ;0,41;0;0;0;0;0;1;0
C2837;RALN;ND;IR;0;0,25;0;0;0;0;0;0
UC11947;RALN;ND;IR;1,12;0,5;0;0;0,55;0;0;0
UC11947;RALN;ND;EQ;1,83;0,46;0;0;0;0;0;0
C6073;RALN;ND;EQ;1;1;0;0;0;0;0;0
C4610;RALN;ND;IR;0,22;0;0;0;0;0;0;0
C4610;RALN;ND;EQ;0,16;0;0;0;0;0;0;0
C12502;RALN;ND;IR;0;0;0;0;0;0,29;0;0
C2773;RALN;ND;IR;2;0;0;0;0;0;0;0
N11066;PRTN;NF;CD;0;1,4;0;0;0;0;0;0
N11066;PRTN;NF;CC;0;1,17;0;0;0;0;0;0
C441;RALN;ND;IR;0,08;0,39;0;0;0;0;0;0
C441;RALN;ND;EQ;4,47;11,14;0;0;0;0;0;0
C4139;RALN;ND;EQ;0,54;0;0;0;0;0;0;0
OL13353;EPNE;ME;AT;0;0;0;0;1;1;0;0
CM9053;RALN;ND;EQ;1;1;0;0;0;0;0;0
CM9053;RALN;ND;IR;0;17;0;0;0;0;0;0
C2485;RALN;ND;IR;1,74;0;0;0;0;0;0;0
C4832;PRBZ;NF;PC;0;0;0;0;0;0;0,5;0
C4832;PRBZ;NF;CA;0;0,46;0;0;0;0;0;0
C4832;PRBZ;NF;CB;0,29;1,06;0;0;0;0;0;0
C4832;PRBZ;NF;CC;0,76;0,9;0;0;0;0;0;0
C2214;RALN;ND;OE;0;0;0;0;0;0;0,13;0,07
C4128;RALN;ND;OP;0;0;0;0;0;0;0,06;0,1
C5876;RALN;ND;EQ;0;2,25;0;0;0;0;0;0
C3731;RALN;ND;OE;0,45;0,37;0;0;0;0;0;0
C3731;RALN;ND;EQ;0;0;0;0;0,2;0;0;0
IP10708;RALN;ND;OP;0;0;0;0;0;2,3;0;0
IP10708;RALN;ND;OE;0;0;0;0;4,83;21,3;0;0
IP10708;RALN;ND;EQ;0,07;0,04;0;0;0;6,03;0;0
IP10708;RALN;ND;IR;0;0;0;0;0;1;0;0
C1642;RALN;ND;IR;0,33;0;0;0;0;0;0;0
C6052;RALN;ND;EQ;0,45;0,5;0;0;0;0;0;0
C8305;RALN;ND;OE;0;0;0;0;1;0;0;0
C8305;RALN;ND;EQ;0,33;0;0;0;0;0;0;0
C8305;RALN;ND;IR;0,5;0,74;0;0;0;0;0;0
U9560;SSNA;ND;OP;3,93;12,33;0;0;1;0;0;0
U9560;SSNA;ND;PL;0;1;0;0;0;0;0;0
U9560;SSNA;ND;PF;3,43;11,3;0;0;0;2;0;0
U9560;SSNA;ND;MD;2,95;3,6;0;0;0;0;0;0
U9560;SSNA;ND;AT;0,21;0;0;0;0,84;0;0;0
U10516;SSNA;ND;PF;3,91;13,52;0;0;0;0;0;0
U10516;SSNA;ND;PL;0;1,75;0;0;0;0;0;0
U10516;SSNA;ND;OP;4,15;6,16;0;0;0;0;0;0
U10516;SSNA;ND;MV;0,67;1,64;0;0;0;0;0;0
U10516;SSNA;ND;AT;1,24;2,45;0;0;0;0;0;0
U10516;SSNA;ND;FM;0;0,74;0;0;0;0;0;0
U10516;SSNA;ND;MD;1,12;6,57;0;0;0;0;0;0
C3130;REFR;SC;CB;0;0;0;0;1,5;0;0;0
C5952;RALN;ND;IR;1;2;0;0;0;0;0;0
C6476;RALN;ND;IR;0,83;1,67;0;0;0;0;0;0
C6476;RALN;ND;EQ;0,15;0;0;0;0;0;0;0
C8131;RALN;ND;IR;0;0,75;0;0;0;0;0;0
C2587;RALN;ND;EQ;0,67;0;0;0;0;0;0;0,56
C2587;RALN;ND;IR;0;0;0;0;0;0;5;11,34
C2587;RALN;ND;OE;0;0;0;0;0;0;5;9,86
C2163;RALN;ND;EQ;0;0,5;0;0;0;0;0;0
C6093;RALN;ND;EQ;0,06;0;0;0;0;0;0;0
C6093;RALN;ND;IR;0;0,33;0;0;0,4;0;0;0
C7944;RALN;ND;OE;0;0;0;0;0;0,42;0;0
C7944;RALN;ND;IR;0;0;0;0;0;0,08;0;0
C6227;REFR;SC;CB;0;0;0;0;0;1;0;0
OL12890;EPNE;ME;AT;0;0,58;0;0;0;0;0;0
C769;RALN;ND;IR;0,5;0;0;0;0;0;0;0
IP10362;RALN;ND;EQ;0;1;0;0;0;0;0;0
IP10362;RALN;ND;IR;2;0,92;0;0;0;0;0;0
C1358;RALN;ND;IR;0,63;0,65;0;0;0;0;0;0
C1358;RALN;ND;EQ;0,47;0,4;0;0;0;0;0;0
C2171;RALN;ND;EQ;0,24;0,42;0;0;0;0;0;0
C2972;RALN;ND;IR;0,5;0,5;0;0;0;0;0;0
C2972;RALN;ND;OE;0;0;0;0;2,66;0;0;0
N8780;PRBZ;NF;CC;1;4,4;0;0;0;0;0;0
N8780;PRBZ;NF;CB;3,55;8,48;0;0;0;0;0;0
N8780;PRBZ;NF;CD;0,2;1,79;0;0;0;0;0;0
N8780;PRBZ;NF;CA;0,92;0,73;0;0;0;0;0;0
U12368;SSNA;ND;MD;5,47;4,6;0;0;0;0;0;0
U12368;SSNA;ND;PF;3,79;9,33;0;0;0,17;1,95;0;0
U12368;SSNA;ND;OP;1,76;1,77;0;0;2,92;6,28;0;0
U12368;SSNA;ND;PS;0;0,41;0;0;0;0;0;0
U12368;SSNA;ND;FM;0;0,08;0;0;0;0;0;0
U12368;SSNA;ND;AT;5,43;11,36;0;0;0,25;0,16;0;0
U12368;SSNA;ND;BI;0;1,01;0;0;0;0;0;0
U12368;SSNA;ND;DA;1,01;2,02;0;0;0;0;0;0
U12368;SSNA;ND;PL;0;4,32;0;0;0;0;0;0
U9646;SSNA;ND;FM;0,46;2,75;0;0;0;0;0;0
U9646;SSNA;ND;BI;0;4,96;0;0;0;0;0;0
U9646;SSNA;ND;OP;36,68;95,26;0;0;0;0;0;0
U9646;SSNA;ND;PT;0,25;0;0;0;0;0;0;0
U9646;SSNA;ND;PL;0;0,08;0;0;0;0;0;0
U9646;SSNA;ND;PC;0;0;0;0;83;164;0;0
U9646;SSNA;ND;MD;21,38;17,67;0;0;0;0;0;0
U9646;SSNA;ND;PF;5,84;25,74;0;0;0;0;0;0
U9646;SSNA;ND;AT;6,72;9,53;0;0;0;0;0;0
C5300;RALN;ND;IR;1;0;0;0;0;0;0;0
C4595;RALN;ND;IR;0,83;0,33;0;0;0;0;0;0
C4595;RALN;ND;EQ;0,5;0;0;0;0;0;0;0
C4956;RALN;ND;EQ;1;0;0;0;0;0;0;0
C6770;RALN;ND;IR;0,65;0;0;0;0;0;0;0
C6372;RALN;ND;IR;0,01;0;0;0;0;0;0;0
C6372;RALN;ND;EQ;1;0;0;0;0;0;0;0
C7790;PRBZ;NF;CA;0;0,5;0;0;0;0;0,22;0,12
C7790;PRBZ;NF;CC;0;0,59;0;0;0;0;0;0
C1179;RALN;ND;OE;0;0;0;0;0;0;0,04;0
IP10855;SSNA;ND;OP;0,46;1,66;0;0;0;0;0;0
UC10498;RALN;ND;EQ;2;2;0;0;0;0;0;0
CV14352;AFAM;AT;PA;1;2;0;0;0;0;0;0
CV14352;AFAM;AT;PR;8;2;0;0;0;0;0;0
C6618;RALN;ND;IR;0;0;0;0;0;0,66;0;0
C6618;RALN;ND;OE;0;0;0;0;0;0;0,09;0
C1971;RALN;ND;IR;0,25;0;0;0;0;0;0;0
C1971;RALN;ND;EQ;0;0,5;0;0;0;0;0;0
C4199;RALN;ND;OE;0;0;0;0;0,19;0;0;0
C4199;RALN;ND;IR;0;0;0;0;0;0,03;0;0
U9559;SSNA;ND;DA;0,68;2,02;0;0;0;0;0;0
U9559;SSNA;ND;PF;10,23;30,27;0;0;0,5;1,41;0;0
U9559;SSNA;ND;DP;0,34;0;0;0;0;0;0;0
U9559;SSNA;ND;OP;9,47;12,93;0;0;0;9,25;0;0
U9559;SSNA;ND;AT;0,25;0,08;0;0;0;0;0;0
U9559;SSNA;ND;PS;0;0,92;0;0;0;0;0;0
U9559;SSNA;ND;FI;0,42;0;0;0;0;0;0;0
U9559;SSNA;ND;PL;0;2,02;0;0;0;0;0;0
U9559;SSNA;ND;MD;7,32;7,72;0;0;0;0;0;0
U9559;SSNA;ND;BI;0;3,03;0;0;0;0;0;0
CV14467;AFAM;AT;PA;1;0;0;0;0;0;0;0
CV14467;AFAM;AT;PR;1;3;0;0;0;0;0;0
C307;RALN;ND;IR;0;1,42;0;0;0;0;0;0
C307;RALN;ND;OE;0;0;0;0;0;0;0,04;0,21
UC10794;RALN;ND;IR;0;0,25;0,48;0,42;0;0;0;0
C7545;RALN;ND;IR;0;0,11;0;0;0;0;0;0
C4446;RALN;ND;IR;0,03;0;0;0;0;0;0;0
OL13809;EPNE;ME;OP;0;0;0;0;2;1;0;0
C4078;RALN;ND;EQ;1;1;0;0;0;0;0;0
C1214;RALN;ND;OE;0;0;0;0;0;1;0;0
C1915;RALN;ND;OP;0;0;0;0;0;0;0,5;0
C6876;RALN;ND;OE;1,59;1,21;0;0;0;0;0;0
C6876;RALN;ND;EQ;3,09;24,76;0;0;0;0;0;0
C6876;RALN;ND;IR;27,03;19,08;0;0;2;0;0;0
C6771;RALN;ND;OE;0;0;0;0;0,16;6,05;0;0
C4357;RALN;ND;IR;0;1;0;0;0;0;0;0
C4357;RALN;ND;OE;0;0;0;0;0,42;0;0;0
C4357;RALN;ND;EQ;1,41;2,09;0;0;0;0;0;0
C6108;RALN;ND;EQ;0,25;0,08;0;0;0;0;0;0
C5586;REFR;SC;CC;0;0;0;0;0;1;0;0
C373;RALN;ND;IR;0;0,08;0;0;0;0;0;0
C373;RALN;ND;OE;0,08;0;0;0;0;0;0;0
C7683;RALN;ND;EQ;0;0,25;0;0;0;1;0;0
C3471;RALN;ND;IR;0;0,3;0;0;0;0;0;0
C2881;RALN;ND;OP;0;0;0;0;0;0;0,23;0
C2881;RALN;ND;IR;0;0;0;0;0;0;0,02;0,06
C7958;RALN;ND;IR;0;0,67;0;0;0;0;0;0
C7190;RALN;ND;OE;0;0;0;0;0;0,41;0;0
C7576;RALN;ND;OP;0;0;0;0;0;0,5;0,5;0
C6901;REFR;SC;CC;0;0;0;0;0;0,91;0;0
C7993;RALN;ND;IR;0;0,33;0;0;0;0,6;0;0
UC10795;RALN;ND;EQ;1;0;0;0;0;0;0;0
CS10360;RALN;ND;EQ;0;2;0;0;0;2;0;0
CS10360;RALN;ND;OE;0;1;0;0;0;3;0;0
CS10360;RALN;ND;IR;0;2;0;0;0;0;0;0
UC12542;RALN;ND;IR;0,63;0,36;0;0;0;0;0;0
UC12542;RALN;ND;EQ;1;0,5;0;0;0;0;0;0
C6011;RALN;ND;OP;0;0;0;0;0,55;0;0;0
C6211;RALN;ND;OE;0,17;0;0;0;0;0;0;0
U12352;SSNA;ND;PF;2,62;6,48;0;0;1,33;2,99;0;0
U12352;SSNA;ND;FI;0;0,25;0;0;0;0;0;0
U12352;SSNA;ND;MD;8,84;7,97;0;0;0;0;0;0
U12352;SSNA;ND;OP;5,54;8,87;0;0;1;0;0;0
U12352;SSNA;ND;AT;4,74;3,12;0;0;0,75;0,67;0;0
U12352;SSNA;ND;PS;0,79;0;0;0;0;0;0;0
U12352;SSNA;ND;DT;0;0,92;0;0;0;0;0;0
U12352;SSNA;ND;BI;0,21;1,62;0;0;0;0;0;0
U12352;SSNA;ND;DP;0,17;0;0;0;0;0;0;0
U12353;SSNA;ND;BI;1,8;0,08;0;0;0;0;0;0
U12353;SSNA;ND;DP;0;0,93;0;0;0;0;0;0
U12353;SSNA;ND;AT;2,53;5,44;0;0;0;1,86;0;0
U12353;SSNA;ND;PT;3,83;2,55;0;0;0;0;0;0
U12353;SSNA;ND;FM;0,14;1,16;0;0;0;0;0;0
U12353;SSNA;ND;PF;10,26;30,87;0;0;0;0,89;0;0
U12353;SSNA;ND;PL;0,77;1,48;0;0;0;0;0;0
U12353;SSNA;ND;OP;5,69;11,55;0;0;0;0;0;0
U12353;SSNA;ND;MD;9,57;23,34;0;0;0;0;0;0
C215;RALN;ND;IR;0;0,5;0;0;0;0;0;0
C535;RALN;ND;EQ;0;0,33;0;0;0;0;0;0
C3923;RALN;ND;EQ;0,97;0,05;0;0;0;0;0;0
